Date;1st Doses of Vaccine 1;2nd Doses of Vaccine 1;1st Doses of Vaccine 2;2nd Doses of Vaccine 2;1st Doses of Vaccine 3;2nd Doses of Vaccine 3;1st Doses of Vaccine 4;2nd Doses of Vaccine 4;
26-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
31-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
31-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
31-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
31-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
31-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
31-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Feb-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Mar-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
